location,is_city,zip,County,STATE,City
whitley_KY,0,40769,whitley,KY,williamsburg
garrard_KY,0,40444,garrard,KY,lancaster
grand_CO,0,80482,grand,CO,winter park
new castle_DE,0,19720,new castle,DE,new castle
chatham_GA,0,31405,chatham,GA,savannah
clarke_GA,0,30605,clarke,GA,athens
clayton_GA,0,30236,clayton,GA,jonesboro
cobb_GA,0,30060,cobb,GA,marietta
dekalb_GA,0,30084,dekalb,GA,tucker
floyd_GA,0,30161,floyd,GA,rome
glynn_GA,0,31525,glynn,GA,brunswick
gwinnett_GA,0,30046,gwinnett,GA,lawrenceville
henry_GA,0,30253,henry,GA,mcdonough
walker_GA,0,30728,walker,GA,la fayette
ware_GA,0,31501,ware,GA,waycross
calhoun_IA,0,50428,calhoun,IA,clear lake
riley_KS,0,66502,riley,KS,manhattan
anne arundel_MD,0,21108,anne arundel,MD,millersville
baltimore_MD,0,21286,baltimore,MD,towson
howard_MD,0,21043,howard,MD,ellicott
montgomery_MD,0,20878,montgomery,MD,gaithersburg
prince george's_MD,0,20785,prince george's,MD,hyattsville
st. charles_MO,0,63366,st. charles,MO,o fallon
st. louis_MO,0,63105,st. louis,MO,st. louis
gaston_NC,0,28053,gaston,NC,gastonia
camden_NJ,0,8103,camden,NJ,camden
nassau_NY,0,11501,nassau,NY,mineola
suffolk_NY,0,11980,suffolk,NY,yaphank
westchester_NY,0,10532,westchester,NY,hawthorne
allegheny_PA,0,15220,allegheny,PA,pittsburgh
northampton_PA,0,18017,northampton,PA,bethlehem
washington_PA,0,15022,washington,PA,charleroi
horry_SC,0,29526,horry,SC,conway
albemarle_VA,0,22902,albemarle,VA,charlottesvle
arlington_VA,0,22201,arlington,VA,arlington
chesterfield_VA,0,23832,chesterfield,VA,chesterfield
fairfax_VA,0,22030,fairfax,VA,fairfax
henrico_VA,0,23273,henrico,VA,henrico
prince william_VA,0,22192,prince william,VA,prince william
roanoke_VA,0,24019,roanoke,VA,roanoke
norphlet_AR,1,71759,NA,AR,norphlet
lynn_AL,1,35575,NA,AL,lynn
sanford_CO,1,81151,NA,CO,sanford
whitaker borough_PA,1,15120,NA,PA,whitaker borough
saltsburg borough_PA,1,15681,NA,PA,saltsburg borough
stoneboro borough_PA,1,16153,NA,PA,stoneboro borough
brownsville borough_PA,1,15417,NA,PA,brownsville borough
china grove_TX,1,28023,NA,TX,china grove
pittsford_VT,1,5763,NA,VT,pittsford
west paterson borough_NJ,1,7424,NA,NJ,west paterson borough
east granby_CT,1,6026,NA,CT,east granby
denver_IA,1,50622,NA,IA,denver
dunlap_IA,1,51529,NA,IA,dunlap
ellsworth_IA,1,50075,NA,IA,ellsworth
nora springs_IA,1,50458,NA,IA,nora springs
west bend_IA,1,50597,NA,IA,west bend
boyle_MS,1,38730,NA,MS,boyle
osyka_MS,1,39657,NA,MS,osyka
crofton_NE,1,68730,NA,NE,crofton
spalding_NE,1,68665,NA,NE,spalding
bethel heights_AR,1,72764,NA,AR,bethel heights
sparkman_AR,1,71763,NA,AR,sparkman
magazine_AR,1,72943,NA,AR,magazine
bauxite_AR,1,72011,NA,AR,bauxite
cotton plant_AR,1,72036,NA,AR,cotton plant
patterson_AR,1,72123,NA,AR,patterson
potts camp_MS,1,38659,NA,MS,potts camp
rockmart_GA,1,30153,NA,GA,rockmart
postville_IA,1,52162,NA,IA,postville
urbana_IA,1,52345,NA,IA,urbana
la porte_IA,1,50651,NA,IA,la porte
sumner_IA,1,50674,NA,IA,sumner
tripoli_IA,1,50676,NA,IA,tripoli
readlyn_IA,1,50668,NA,IA,readlyn
manson_IA,1,50563,NA,IA,manson
nashua_IA,1,50658,NA,IA,nashua
garnavillo_IA,1,52049,NA,IA,garnavillo
granger_IA,1,50109,NA,IA,granger
milford_IA,1,51351,NA,IA,milford
cascade_IA,1,52033,NA,IA,cascade
stuart_IA,1,50250,NA,IA,stuart
logan_IA,1,51546,NA,IA,logan
baxter_IA,1,50028,NA,IA,baxter
university heights_IA,1,52246,NA,IA,university heights
sigourney_IA,1,52591,NA,IA,sigourney
keota_IA,1,52248,NA,IA,keota
mitchellville_IA,1,50169,NA,IA,mitchellville
avoca_IA,1,51521,NA,IA,avoca
moville_IA,1,51039,NA,IA,moville
ladd_IL,1,61329,NA,IL,ladd
walnut_IL,1,61376,NA,IL,walnut
oakland_IL,1,61943,NA,IL,oakland
la harpe_IL,1,61450,NA,IL,la harpe
union_IL,1,60180,NA,IL,union
spaulding_IL,1,62561,NA,IL,spaulding
hurst_IL,1,62949,NA,IL,hurst
woodburn_IN,1,46797,NA,IN,woodburn
hope_IN,1,47246,NA,IN,hope
advance_IN,1,63730,NA,IN,advance
flora_IN,1,46929,NA,IN,flora
milltown_IN,1,47145,NA,IN,milltown
westport_IN,1,6880,NA,IN,westport
kingman_IN,1,47952,NA,IN,kingman
fortville_IN,1,46040,NA,IN,fortville
mccordsville_IN,1,46055,NA,IN,mccordsville
pittsboro_IN,1,46167,NA,IN,pittsboro
greentown_IN,1,46936,NA,IN,greentown
warren_IN,1,46792,NA,IN,warren
markle_IN,1,46770,NA,IN,markle
roanoke_IN,1,46783,NA,IN,roanoke
andrews_IN,1,46702,NA,IN,andrews
remington_IN,1,47977,NA,IN,remington
mentone_IN,1,46539,NA,IN,mentone
silver lake_IN,1,46982,NA,IN,silver lake
oolitic_IN,1,47451,NA,IN,oolitic
summitville_IN,1,46070,NA,IN,summitville
orestes_IN,1,46063,NA,IN,orestes
bourbon_IN,1,46504,NA,IN,bourbon
rising sun_IN,1,47040,NA,IN,rising sun
poseyville_IN,1,47633,NA,IN,poseyville
winamac_IN,1,46996,NA,IN,winamac
new carlisle_IN,1,46552,NA,IN,new carlisle
hamlet_IN,1,46532,NA,IN,hamlet
hamilton_IN,1,46742,NA,IN,hamilton
orland_IN,1,46776,NA,IN,orland
carlisle_IN,1,47838,NA,IN,carlisle
windfall_IN,1,46076,NA,IN,windfall
chandler_IN,1,47610,NA,IN,chandler
elberfeld_IN,1,47613,NA,IN,elberfeld
chalmers_IN,1,47929,NA,IN,chalmers
churubusco_IN,1,46723,NA,IN,churubusco
ringgold_LA,1,71068,NA,LA,ringgold
plain dealing_LA,1,71064,NA,LA,plain dealing
mooringsport_LA,1,71060,NA,LA,mooringsport
ida_LA,1,71044,NA,LA,ida
chataignier_LA,1,70524,NA,LA,chataignier
dry prong_LA,1,71423,NA,LA,dry prong
fenton_LA,1,70640,NA,LA,fenton
choudrant_LA,1,71227,NA,LA,choudrant
simsboro_LA,1,71275,NA,LA,simsboro
boyce_LA,1,71409,NA,LA,boyce
greensburg_LA,1,70441,NA,LA,greensburg
henderson_LA,1,71334,NA,LA,henderson
sibley_LA,1,71073,NA,LA,sibley
aitkin_MN,1,56431,NA,MN,aitkin
rice_MN,1,56367,NA,MN,rice
lake shore_MN,1,56311,NA,MN,lake shore
pequot lakes_MN,1,56472,NA,MN,pequot lakes
isanti_MN,1,55040,NA,MN,isanti
pelican rapids_MN,1,56572,NA,MN,pelican rapids
starbuck_MN,1,56381,NA,MN,starbuck
danube_MN,1,56230,NA,MN,danube
arlington_MN,1,55307,NA,MN,arlington
enterprise_MS,1,39330,NA,MS,enterprise
bolton_MS,1,39041,NA,MS,bolton
mize_MS,1,39116,NA,MS,mize
tutwiler_MS,1,38963,NA,MS,tutwiler
tishomingo_MS,1,38873,NA,MS,tishomingo
metcalfe_MS,1,38760,NA,MS,metcalfe
mathiston_MS,1,39752,NA,MS,mathiston
darby_MT,1,59829,NA,MT,darby
cedar bluffs_NE,1,68015,NA,NE,cedar bluffs
grafton_NH,0,3740,grafton,NH,bath
roy_NM,1,87743,NA,NM,roy
belmont_NY,1,14813,NA,NY,belmont
millerton_NY,1,12546,NA,NY,millerton
syosset_NY,1,11791,NA,NY,syosset
westchester_NY,0,10589,westchester,NY,somers
hamilton_OH,1,44408,NA,OH,hamilton
cleveland_OH,1,44125,NA,OH,cleveland
cincinnati_OH,1,45247,NA,OH,cincinnati
marblehead_OH,1,43440,NA,OH,marblehead
antwerp_OH,1,45813,NA,OH,antwerp
garrettsville_OH,1,44231,NA,OH,garrettsville
edon_OH,1,43518,NA,OH,edon
geronimo_OK,1,73543,NA,OK,geronimo
custer_OK,1,73639,NA,OK,custer
alex_OK,1,73002,NA,OK,alex
medford_OK,1,73759,NA,OK,medford
pond creek_OK,1,73766,NA,OK,pond creek
haworth_OK,1,74740,NA,OK,haworth
pryor_OK,1,74361,NA,OK,pryor
webbers falls_OK,1,74470,NA,OK,webbers falls
arcadia_OK,1,73007,NA,OK,arcadia
asher_OK,1,74826,NA,OK,asher
rattan_OK,1,74562,NA,OK,rattan
tyrone_OK,1,73951,NA,OK,tyrone
gettysburg borough_PA,1,17325,NA,PA,gettysburg borough
cairnbrook_PA,1,15924,NA,PA,cairnbrook
mission_SD,1,57555,NA,SD,mission
bell_TX,0,76554,bell,TX,little river academy
angleton_TX,1,77515,NA,TX,angleton
alvin_TX,1,77511,NA,TX,alvin
cross plains_TX,1,76443,NA,TX,cross plains
fairview_TX,1,75069,NA,TX,fairview
josephine_TX,1,75164,NA,TX,josephine
texline_TX,1,79087,NA,TX,texline
maypearl_TX,1,76064,NA,TX,maypearl
honey grove_TX,1,75446,NA,TX,honey grove
mt. vernon_TX,1,75457,NA,TX,mt. vernon
clear lake shores_TX,1,77565,NA,TX,clear lake shores
bells_TX,1,75414,NA,TX,bells
gunter_TX,1,75058,NA,TX,gunter
estelline_TX,1,79233,NA,TX,estelline
waskom_TX,1,75692,NA,TX,waskom
mabank_TX,1,75147,NA,TX,mabank
grandview_TX,1,76050,NA,TX,grandview
buffalo_TX,1,75831,NA,TX,buffalo
jewett_TX,1,75846,NA,TX,jewett
booker_TX,1,79005,NA,TX,booker
newton_TX,1,75966,NA,TX,newton
east tawakoni_TX,1,75472,NA,TX,east tawakoni
boyd_TX,1,76023,NA,TX,boyd
alba_TX,1,75410,NA,TX,alba
alma_WI,1,54610,NA,WI,alma
webster_WI,1,54893,NA,WI,webster
greenwood_WI,1,54437,NA,WI,greenwood
cassville_WI,1,53806,NA,WI,cassville
ridgeway_WI,1,53582,NA,WI,ridgeway
merrillan_WI,1,54754,NA,WI,merrillan
black creek_WI,1,54106,NA,WI,black creek
la farge_WI,1,54639,NA,WI,la farge
ontario_WI,1,54651,NA,WI,ontario
walworth_WI,0,53195,walworth,WI,zenda
minong_WI,1,54859,NA,WI,minong
iola_WI,1,54945,NA,WI,iola
pittsville_WI,1,54466,NA,WI,pittsville
west hamlin_WV,1,25571,NA,WV,west hamlin
savannah_GA,1,31401,NA,GA,savannah
columbus_OH,1,43223,NA,OH,columbus
hooper bay_AK,1,99604,NA,AK,hooper bay
glendora_MS,1,38928,NA,MS,glendora
morton_MS,1,39117,NA,MS,morton
highmore_SD,1,57345,NA,SD,highmore
lyon_MS,1,38645,NA,MS,lyon
lyndon station_WI,1,53944,NA,WI,lyndon station
malin_OR,1,97632,NA,OR,malin
remington_VA,1,22734,NA,VA,remington
henrietta_MO,1,64036,NA,MO,henrietta
neosho_WI,1,53059,NA,WI,neosho
lake norden_SD,1,57248,NA,SD,lake norden
rothbury_MI,1,49452,NA,MI,rothbury
anchorage_AK,1,99507,NA,AK,anchorage
whittier_AK,1,99693,NA,AK,whittier
dillingham_AK,1,99576,NA,AK,dillingham
king salmon_AK,1,99613,NA,AK,king salmon
bessemer_AL,1,35020,NA,AL,bessemer
birmingham_AL,1,35203,NA,AL,birmingham
fairfield_AL,1,35064,NA,AL,fairfield
hoover_AL,1,35216,NA,AL,hoover
brighton_AL,1,35020,NA,AL,brighton
lipscomb_AL,1,35020,NA,AL,lipscomb
mobile_AL,1,36606,NA,AL,mobile
satsuma_AL,1,36572,NA,AL,satsuma
creola_AL,1,36525,NA,AL,creola
dauphin island_AL,1,36528,NA,AL,dauphin island
montgomery_AL,1,36104,NA,AL,montgomery
gulf shores_AL,1,36547,NA,AL,gulf shores
daphne_AL,1,36526,NA,AL,daphne
summersdale_AL,1,36580,NA,AL,summersdale
west blocton_AL,1,35184,NA,AL,west blocton
weaver_AL,1,36277,NA,AL,weaver
oxford_AL,1,36203,NA,AL,oxford
centre_AL,1,35960,NA,AL,centre
leesburg_AL,1,35983,NA,AL,leesburg
clanton_AL,1,35046,NA,AL,clanton
jemison_AL,1,35085,NA,AL,jemison
jackson_AL,1,36545,NA,AL,jackson
ashland_AL,1,36251,NA,AL,ashland
muscle shoals_AL,1,35662,NA,AL,muscle shoals
cherokee_AL,1,35616,NA,AL,cherokee
brantley_AL,1,36009,NA,AL,brantley
daleville_AL,1,36322,NA,AL,daleville
selma_AL,1,36702,NA,AL,selma
henagar_AL,1,35978,NA,AL,henagar
rainsville_AL,1,35986,NA,AL,rainsville
sylvania_AL,1,35988,NA,AL,sylvania
tallassee_AL,1,36078,NA,AL,tallassee
eclectic_AL,1,36024,NA,AL,eclectic
millbrook_AL,1,36054,NA,AL,millbrook
gadsden_AL,1,35902,NA,AL,gadsden
sardis_AL,1,35956,NA,AL,sardis
fayette_AL,1,35555,NA,AL,fayette
dothan_AL,1,36302,NA,AL,dothan
scottsboro_AL,1,35768,NA,AL,scottsboro
sulligent_AL,1,35586,NA,AL,sulligent
florence_AL,1,35631,NA,AL,florence
lexington_AL,1,35648,NA,AL,lexington
hillsboro_AL,1,35643,NA,AL,hillsboro
auburn_AL,1,36830,NA,AL,auburn
hayneville_AL,1,36040,NA,AL,hayneville
shorter_AL,1,36075,NA,AL,shorter
huntsville_AL,1,35804,NA,AL,huntsville
guin_AL,1,35563,NA,AL,guin
bear creek_AL,1,35543,NA,AL,bear creek
arab_AL,1,35016,NA,AL,arab
douglas_AL,1,35964,NA,AL,douglas
frisco_AL,1,36445,NA,AL,frisco
decatur_AL,1,35602,NA,AL,decatur
reform_AL,1,35481,NA,AL,reform
phenix_AL,1,36867,NA,AL,phenix
pell_AL,1,35125,NA,AL,pell
ashville_AL,1,35953,NA,AL,ashville
ragland_AL,1,35131,NA,AL,ragland
columbiana_AL,1,35051,NA,AL,columbiana
alabaster_AL,1,35007,NA,AL,alabaster
harpersville_AL,1,35078,NA,AL,harpersville
york_AL,1,36925,NA,AL,york
livingston_AL,1,35470,NA,AL,livingston
sylacauga_AL,1,35150,NA,AL,sylacauga
talladega_AL,1,35161,NA,AL,talladega
tuscaloosa_AL,1,35401,NA,AL,tuscaloosa
dora_AL,1,35062,NA,AL,dora
chatom_AL,1,36518,NA,AL,chatom
gillett_AR,1,72055,NA,AR,gillett
crossett_AR,1,71635,NA,AR,crossett
hamburg_AR,1,71646,NA,AR,hamburg
norfork_AR,1,72658,NA,AR,norfork
rogers_AR,1,72758,NA,AR,rogers
pea ridge_AR,1,72751,NA,AR,pea ridge
lowell_AR,1,72745,NA,AR,lowell
harrison_AR,1,72602,NA,AR,harrison
diamond_AR,1,72630,NA,AR,diamond
lake village_AR,1,71653,NA,AR,lake village
arkadelphia_AR,1,71923,NA,AR,arkadelphia
magnolia_AR,1,71754,NA,AR,magnolia
jonesboro_AR,1,72401,NA,AR,jonesboro
bay_AR,1,72411,NA,AR,bay
alma_AR,1,72921,NA,AR,alma
fordyce_AR,1,71742,NA,AR,fordyce
conway_AR,1,72032,NA,AR,conway
vilonia_AR,1,72173,NA,AR,vilonia
garland_AR,0,71901,garland,AR,hot springs national park
marmaduke_AR,1,72443,NA,AR,marmaduke
nashville_AR,1,71852,NA,AR,nashville
pine bluff_AR,1,71601,NA,AR,pine bluff
clarksville_AR,1,72830,NA,AR,clarksville
ravenden_AR,1,72459,NA,AR,ravenden
marianna_AR,1,72360,NA,AR,marianna
ashdown_AR,1,71822,NA,AR,ashdown
england_AR,1,72046,NA,AR,england
russellville_AR,1,72801,NA,AR,russellville
jacksonville_AR,1,72076,NA,AR,jacksonville
little rock_AR,1,72201,NA,AR,little rock
north little rock_AR,1,72114,NA,AR,north little rock
maumelle_AR,1,72113,NA,AR,maumelle
bryant_AR,1,72022,NA,AR,bryant
fort smith_AR,1,72901,NA,AR,fort smith
cave_AR,1,72521,NA,AR,cave
ash flat_AR,1,72513,NA,AR,ash flat
el dorado_AR,1,71731,NA,AR,el dorado
fairfield bay_AR,1,72088,NA,AR,fairfield bay
fayetteville_AR,1,72701,NA,AR,fayetteville
springdale_AR,1,72764,NA,AR,springdale
west fork_AR,1,72774,NA,AR,west fork
johnson_AR,1,72704,NA,AR,johnson
bald knob_AR,1,72010,NA,AR,bald knob
rose bud_AR,1,72137,NA,AR,rose bud
st. johns_AZ,1,85936,NA,AZ,st. johns
bisbee_AZ,1,85603,NA,AZ,bisbee
flagstaff_AZ,1,86001,NA,AZ,flagstaff
fredonia_AZ,1,86022,NA,AZ,fredonia
thatcher_AZ,1,85552,NA,AZ,thatcher
avondale_AZ,1,85323,NA,AZ,avondale
buckeye_AZ,1,85326,NA,AZ,buckeye
chandler_AZ,1,85244,NA,AZ,chandler
el mirage_AZ,1,85335,NA,AZ,el mirage
gilbert_AZ,1,85296,NA,AZ,gilbert
glendale_AZ,1,85301,NA,AZ,glendale
goodyear_AZ,1,85338,NA,AZ,goodyear
mesa_AZ,1,85211,NA,AZ,mesa
peoria_AZ,1,85345,NA,AZ,peoria
phoenix_AZ,1,85003,NA,AZ,phoenix
scottsdale_AZ,1,85251,NA,AZ,scottsdale
surprise_AZ,1,85374,NA,AZ,surprise
tempe_AZ,1,85281,NA,AZ,tempe
tucson_AZ,1,85701,NA,AZ,tucson
sahuarita_AZ,1,85629,NA,AZ,sahuarita
oro valley_AZ,1,85737,NA,AZ,oro valley
mammoth_AZ,1,85618,NA,AZ,mammoth
nogales_AZ,1,85621,NA,AZ,nogales
yuma_AZ,1,85364,NA,AZ,yuma
san luis_AZ,1,85349,NA,AZ,san luis
berkeley_CA,1,94704,NA,CA,berkeley
fremont_CA,1,94538,NA,CA,fremont
hayward_CA,1,94544,NA,CA,hayward
oakland_CA,1,94607,NA,CA,oakland
union_CA,1,94587,NA,CA,union
ione_CA,1,95640,NA,CA,ione
paradise_CA,1,95969,NA,CA,paradise
colusa_CA,1,95932,NA,CA,colusa
antioch_CA,1,94509,NA,CA,antioch
concord_CA,1,94520,NA,CA,concord
hercules_CA,1,94547,NA,CA,hercules
richmond_CA,1,94804,NA,CA,richmond
kensington_CA,1,94707,NA,CA,kensington
martinez_CA,1,94553,NA,CA,martinez
moraga_CA,1,94556,NA,CA,moraga
clovis_CA,1,93612,NA,CA,clovis
fresno_CA,1,93721,NA,CA,fresno
kingsburg_CA,1,93631,NA,CA,kingsburg
orland_CA,1,95963,NA,CA,orland
bakersfield_CA,1,93302,NA,CA,bakersfield
shafter_CA,1,93263,NA,CA,shafter
clearlake_CA,1,95422,NA,CA,clearlake
baldwin park_CA,1,91706,NA,CA,baldwin park
bell_CA,1,90201,NA,CA,bell
bell gardens_CA,1,90201,NA,CA,bell gardens
beverly hills_CA,1,90210,NA,CA,beverly hills
burbank_CA,1,91510,NA,CA,burbank
culver_CA,1,90232,NA,CA,culver
downey_CA,1,90241,NA,CA,downey
el monte_CA,1,91731,NA,CA,el monte
glendale_CA,1,91206,NA,CA,glendale
inglewood_CA,1,90301,NA,CA,inglewood
long beach_CA,1,46360,NA,CA,long beach
los angeles_CA,1,90012,NA,CA,los angeles
manhattan beach_CA,1,90266,NA,CA,manhattan beach
pasadena_CA,1,91101,NA,CA,pasadena
pomona_CA,1,91766,NA,CA,pomona
redondo beach_CA,1,90277,NA,CA,redondo beach
santa monica_CA,1,90401,NA,CA,santa monica
torrance_CA,1,90503,NA,CA,torrance
west covina_CA,1,91793,NA,CA,west covina
whittier_CA,1,90602,NA,CA,whittier
belvedere_CA,1,94920,NA,CA,belvedere
mill valley_CA,1,94941,NA,CA,mill valley
novato_CA,1,94945,NA,CA,novato
sausalito_CA,1,94965,NA,CA,sausalito
livingston_CA,1,95334,NA,CA,livingston
greenfield_CA,1,93927,NA,CA,greenfield
pacific grove_CA,1,93950,NA,CA,pacific grove
salinas_CA,1,93901,NA,CA,salinas
marina_CA,1,93933,NA,CA,marina
calistoga_CA,1,94515,NA,CA,calistoga
anaheim_CA,1,92803,NA,CA,anaheim
costa mesa_CA,1,92626,NA,CA,costa mesa
fullerton_CA,1,92832,NA,CA,fullerton
garden grove_CA,1,92840,NA,CA,garden grove
huntington beach_CA,1,92648,NA,CA,huntington beach
newport beach_CA,1,92658,NA,CA,newport beach
orange_CA,1,92867,NA,CA,orange
santa ana_CA,1,92701,NA,CA,santa ana
seal beach_CA,1,90740,NA,CA,seal beach
irvine_CA,1,92623,NA,CA,irvine
rocklin_CA,1,95677,NA,CA,rocklin
roseville_CA,1,95678,NA,CA,roseville
riverside_CA,1,92501,NA,CA,riverside
corona_CA,1,92882,NA,CA,corona
murrieta_CA,1,92562,NA,CA,murrieta
galt_CA,1,95632,NA,CA,galt
sacramento_CA,1,95822,NA,CA,sacramento
elk grove_CA,1,95758,NA,CA,elk grove
hollister_CA,1,95023,NA,CA,hollister
chino_CA,1,91710,NA,CA,chino
fontana_CA,1,92335,NA,CA,fontana
ontario_CA,1,91761,NA,CA,ontario
rialto_CA,1,92376,NA,CA,rialto
san bernardino_CA,1,92402,NA,CA,san bernardino
upland_CA,1,91786,NA,CA,upland
carlsbad_CA,1,92010,NA,CA,carlsbad
chula vista_CA,1,91910,NA,CA,chula vista
el cajon_CA,1,92020,NA,CA,el cajon
escondido_CA,1,92026,NA,CA,escondido
la mesa_CA,1,91942,NA,CA,la mesa
oceanside_CA,1,92058,NA,CA,oceanside
san diego_CA,1,92101,NA,CA,san diego
san francisco_CA,1,94158,NA,CA,san francisco
stockton_CA,1,95202,NA,CA,stockton
arroyo grande_CA,1,93420,NA,CA,arroyo grande
brisbane_CA,1,94005,NA,CA,brisbane
daly_CA,1,94015,NA,CA,daly
menlo park_CA,1,94025,NA,CA,menlo park
san mateo_CA,1,94403,NA,CA,san mateo
east palo alto_CA,1,94303,NA,CA,east palo alto
santa barbara_CA,1,93102,NA,CA,santa barbara
santa maria_CA,1,93455,NA,CA,santa maria
milpitas_CA,1,95035,NA,CA,milpitas
san jose_CA,1,95103,NA,CA,san jose
santa clara_CA,1,95050,NA,CA,santa clara
sunnyvale_CA,1,94088,NA,CA,sunnyvale
santa cruz_CA,1,95060,NA,CA,santa cruz
redding_CA,1,96001,NA,CA,redding
fairfield_CA,1,94533,NA,CA,fairfield
rio vista_CA,1,94571,NA,CA,rio vista
vacaville_CA,1,95688,NA,CA,vacaville
vallejo_CA,1,94590,NA,CA,vallejo
cloverdale_CA,1,95425,NA,CA,cloverdale
healdsburg_CA,1,95448,NA,CA,healdsburg
santa rosa_CA,1,95404,NA,CA,santa rosa
modesto_CA,1,95354,NA,CA,modesto
porterville_CA,1,93257,NA,CA,porterville
tulare_CA,1,93274,NA,CA,tulare
visalia_CA,1,93291,NA,CA,visalia
oxnard_CA,1,93030,NA,CA,oxnard
santa paula_CA,1,93060,NA,CA,santa paula
ventura_CA,0,93003,ventura,CA,ventura
simi valley_CA,1,93063,NA,CA,simi valley
yolo_CA,0,95605,yolo,CA,w sacramento
aurora_CO,1,80012,NA,CO,aurora
commerce_CO,1,80022,NA,CO,commerce
thornton_CO,1,80229,NA,CO,thornton
worcester_CO,0,80031,worcester,CO,westminster
columbine valley_CO,1,80123,NA,CO,columbine valley
boulder_CO,1,80301,NA,CO,boulder
longmont_CO,1,80501,NA,CO,longmont
antonito_CO,1,81120,NA,CO,antonito
la jara_CO,1,81140,NA,CO,la jara
colorado springs_CO,1,80903,NA,CO,colorado springs
green mountain falls_CO,1,80819,NA,CO,green mountain falls
florence_CO,1,81226,NA,CO,florence
black hawk_CO,1,80422,NA,CO,black hawk
gunnison_CO,1,81230,NA,CO,gunnison
la veta_CO,1,81055,NA,CO,la veta
arvada_CO,1,80002,NA,CO,arvada
edgewater_CO,1,80214,NA,CO,edgewater
lakewood_CO,1,80226,NA,CO,lakewood
burlington_CO,1,80807,NA,CO,burlington
estes park_CO,1,80517,NA,CO,estes park
fort collins_CO,1,80522,NA,CO,fort collins
loveland_CO,1,80537,NA,CO,loveland
grand junction_CO,1,81501,NA,CO,grand junction
fruita_CO,1,81521,NA,CO,fruita
mancos_CO,1,81328,NA,CO,mancos
brush_CO,1,80723,NA,CO,brush
fort morgan_CO,1,80701,NA,CO,fort morgan
la junta_CO,1,81050,NA,CO,la junta
aspen_CO,1,81611,NA,CO,aspen
snowmass village_CO,1,81615,NA,CO,snowmass village
pueblo_CO,1,81003,NA,CO,pueblo
meeker_CO,1,81641,NA,CO,meeker
cripple creek_CO,1,80813,NA,CO,cripple creek
greeley_CO,1,80634,NA,CO,greeley
ault_CO,1,80610,NA,CO,ault
lochbuie_CO,1,80603,NA,CO,lochbuie
broomfield_CO,1,80020,NA,CO,broomfield
denver_CO,1,80204,NA,CO,denver
ansonia_CT,1,6401,NA,CT,ansonia
bridgeport_CT,1,6604,NA,CT,bridgeport
bristol_CT,1,6010,NA,CT,bristol
cheshire village_CT,1,6410,NA,CT,cheshire village
danbury_CT,1,6810,NA,CT,danbury
east hartford_CT,1,6108,NA,CT,east hartford
niantic_CT,1,6357,NA,CT,niantic
hartford_CT,1,6088,NA,CT,hartford
long hill (fairfield)_CT,1,6096,NA,CT,long hill (fairfield)
hartford_CT,1,6085,NA,CT,hartford
greenwich_CT,1,6830,NA,CT,greenwich
new haven_CT,1,6518,NA,CT,new haven
hartford_CT,1,6103,NA,CT,hartford
madison center_CT,1,6443,NA,CT,madison center
manchester_CT,1,6045,NA,CT,manchester
meriden_CT,1,6451,NA,CT,meriden
new haven_CT,1,6762,NA,CT,new haven
middletown_CT,1,6457,NA,CT,middletown
milford (balance)_CT,1,6460,NA,CT,milford (balance)
uncasville_CT,1,6382,NA,CT,uncasville
new britain_CT,1,6051,NA,CT,new britain
new haven_CT,1,6519,NA,CT,new haven
new milford_CT,1,6776,NA,CT,new milford
north haven_CT,1,6473,NA,CT,north haven
norwalk_CT,1,6854,NA,CT,norwalk
old saybrook center_CT,1,6475,NA,CT,old saybrook center
naugatuck borough_CT,1,6712,NA,CT,naugatuck borough
ridgefield_CT,1,6877,NA,CT,ridgefield
shelton_CT,1,6484,NA,CT,shelton
stamford_CT,1,6901,NA,CT,stamford
stratford downtown_CT,1,6615,NA,CT,stratford downtown
thomaston_CT,1,6787,NA,CT,thomaston
waterbury_CT,1,6702,NA,CT,waterbury
watertown_CT,1,6795,NA,CT,watertown
west hartford_CT,1,6107,NA,CT,west hartford
west haven_CT,1,6516,NA,CT,west haven
weston_CT,1,6883,NA,CT,weston
westport village_CT,1,6880,NA,CT,westport village
groton_CT,1,6340,NA,CT,groton
district of columbia_NA,0,20001,district of columbia,NA,washington
dover_DE,1,19904,NA,DE,dover
new castle_DE,1,19720,NA,DE,new castle
newark_DE,1,19711,NA,DE,newark
wilmington_DE,1,19801,NA,DE,wilmington
delaware_DE,1,19706,NA,DE,delaware
bridgeville_DE,1,19933,NA,DE,bridgeville
lewes_DE,1,19958,NA,DE,lewes
bethany beach_DE,1,19930,NA,DE,bethany beach
dewey beach_DE,1,19971,NA,DE,dewey beach
gainesville_FL,1,32601,NA,FL,gainesville
panama_FL,1,32401,NA,FL,panama
lynn haven_FL,1,32444,NA,FL,lynn haven
melbourne_FL,1,32935,NA,FL,melbourne
rockledge_FL,1,32955,NA,FL,rockledge
palm bay_FL,1,32907,NA,FL,palm bay
fort lauderdale_FL,1,33312,NA,FL,fort lauderdale
hollywood_FL,1,33021,NA,FL,hollywood
plantation_FL,1,33317,NA,FL,plantation
pembroke pines_FL,1,33024,NA,FL,pembroke pines
coconut creek_FL,1,33063,NA,FL,coconut creek
davie_FL,1,33324,NA,FL,davie
lauderhill_FL,1,33313,NA,FL,lauderhill
margate_FL,1,33063,NA,FL,margate
