GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA205,AV0AA205M
"G1900930","Iowa","19","190","Ida County","093","0930",6862,
"G1900950","Iowa","19","190","Iowa County","095","0950",16155,
"G1900970","Iowa","19","190","Jackson County","097","0970",19348,
"G1900990","Iowa","19","190","Jasper County","099","0990",37032,
"G1901010","Iowa","19","190","Jefferson County","101","1010",18153,
"G1901030","Iowa","19","190","Johnson County","103","1030",150819,
"G1901050","Iowa","19","190","Jones County","105","1050",20575,
"G1901070","Iowa","19","190","Keokuk County","107","1070",10163,
"G1901090","Iowa","19","190","Kossuth County","109","1090",14864,
"G1901110","Iowa","19","190","Lee County","111","1110",33946,
"G1901130","Iowa","19","190","Linn County","113","1130",225601,
"G1901150","Iowa","19","190","Louisa County","115","1150",11125,
"G1901170","Iowa","19","190","Lucas County","117","1170",8556,
"G1901190","Iowa","19","190","Lyon County","119","1190",11800,
"G1901210","Iowa","19","190","Madison County","121","1210",16148,
"G1901230","Iowa","19","190","Mahaska County","123","1230",22351,
"G1901250","Iowa","19","190","Marion County","125","1250",33193,
"G1901270","Iowa","19","190","Marshall County","127","1270",39804,
"G1901290","Iowa","19","190","Mills County","129","1290",15023,
"G1901310","Iowa","19","190","Mitchell County","131","1310",10588,
"G1901330","Iowa","19","190","Monona County","133","1330",8675,
"G1901350","Iowa","19","190","Monroe County","135","1350",7761,
"G1901370","Iowa","19","190","Montgomery County","137","1370",10016,
"G1901390","Iowa","19","190","Muscatine County","139","1390",42703,
"G1901410","Iowa","19","190","O'Brien County","141","1410",13796,
"G1901430","Iowa","19","190","Osceola County","143","1430",6016,
"G1901450","Iowa","19","190","Page County","145","1450",15205,
"G1901470","Iowa","19","190","Palo Alto County","147","1470",8941,
"G1901490","Iowa","19","190","Plymouth County","149","1490",25141,
"G1901510","Iowa","19","190","Pocahontas County","151","1510",6725,
"G1901530","Iowa","19","190","Polk County","153","1530",485418,
"G1901550","Iowa","19","190","Pottawattamie County","155","1550",93478,
"G1901570","Iowa","19","190","Poweshiek County","157","1570",18391,
"G1901590","Iowa","19","190","Ringgold County","159","1590",4922,
"G1901610","Iowa","19","190","Sac County","161","1610",9711,
"G1901630","Iowa","19","190","Scott County","163","1630",172938,
"G1901650","Iowa","19","190","Shelby County","165","1650",11544,
"G1901670","Iowa","19","190","Sioux County","167","1670",34900,
"G1901690","Iowa","19","190","Story County","169","1690",97355,
"G1901710","Iowa","19","190","Tama County","171","1710",16962,
"G1901730","Iowa","19","190","Taylor County","173","1730",6160,
"G1901750","Iowa","19","190","Union County","175","1750",12303,
"G1901770","Iowa","19","190","Van Buren County","177","1770",7104,
"G1901790","Iowa","19","190","Wapello County","179","1790",35102,
"G1901810","Iowa","19","190","Warren County","181","1810",50867,
"G1901830","Iowa","19","190","Washington County","183","1830",22100,
"G1901850","Iowa","19","190","Wayne County","185","1850",6426,
"G1901870","Iowa","19","190","Webster County","187","1870",36348,
"G1901890","Iowa","19","190","Winnebago County","189","1890",10474,
"G1901910","Iowa","19","190","Winneshiek County","191","1910",20090,
"G1901930","Iowa","19","190","Woodbury County","193","1930",102687,
"G1901950","Iowa","19","190","Worth County","195","1950",7422,
"G1901970","Iowa","19","190","Wright County","197","1970",12644,
"G2000010","Kansas","20","200","Allen County","001","0010",12503,
"G2000030","Kansas","20","200","Anderson County","003","0030",7877,
"G2000050","Kansas","20","200","Atchison County","005","0050",16210,
"G2000070","Kansas","20","200","Barber County","007","0070",4493,175
"G2000090","Kansas","20","200","Barton County","009","0090",26209,
"G2000110","Kansas","20","200","Bourbon County","011","0110",14539,
"G2000130","Kansas","20","200","Brown County","013","0130",9575,
"G2000150","Kansas","20","200","Butler County","015","0150",66890,
"G2000170","Kansas","20","200","Chase County","017","0170",2604,
"G2000190","Kansas","20","200","Chautauqua County","019","0190",3280,
"G2000210","Kansas","20","200","Cherokee County","021","0210",20017,
"G2000230","Kansas","20","200","Cheyenne County","023","0230",2639,
"G2000250","Kansas","20","200","Clark County","025","0250",2006,
"G2000270","Kansas","20","200","Clay County","027","0270",8030,
"G2000290","Kansas","20","200","Cloud County","029","0290",8831,
"G2000310","Kansas","20","200","Coffey County","031","0310",8218,
"G2000330","Kansas","20","200","Comanche County","033","0330",1759,175
"G2000350","Kansas","20","200","Cowley County","035","0350",35090,
"G2000370","Kansas","20","200","Crawford County","037","0370",38874,
"G2000390","Kansas","20","200","Decatur County","039","0390",2826,
"G2000410","Kansas","20","200","Dickinson County","041","0410",18614,
"G2000430","Kansas","20","200","Doniphan County","043","0430",7616,
"G2000450","Kansas","20","200","Douglas County","045","0450",121304,
"G2000470","Kansas","20","200","Edwards County","047","0470",2822,
"G2000490","Kansas","20","200","Elk County","049","0490",2502,
"G2000510","Kansas","20","200","Ellis County","051","0510",28747,
"G2000530","Kansas","20","200","Ellsworth County","053","0530",6176,
"G2000550","Kansas","20","200","Finney County","055","0550",36451,
"G2000570","Kansas","20","200","Ford County","057","0570",33718,
"G2000590","Kansas","20","200","Franklin County","059","0590",25643,
"G2000610","Kansas","20","200","Geary County","061","0610",33309,
"G2000630","Kansas","20","200","Gove County","063","0630",2650,149
"G2000650","Kansas","20","200","Graham County","065","0650",2464,
"G2000670","Kansas","20","200","Grant County","067","0670",7324,
"G2000690","Kansas","20","200","Gray County","069","0690",6020,
"G2000710","Kansas","20","200","Greeley County","071","0710",1156,119
"G2000730","Kansas","20","200","Greenwood County","073","0730",6010,
"G2000750","Kansas","20","200","Hamilton County","075","0750",2552,
"G2000770","Kansas","20","200","Harper County","077","0770",5506,
"G2000790","Kansas","20","200","Harvey County","079","0790",34434,
"G2000810","Kansas","20","200","Haskell County","081","0810",3990,
"G2000830","Kansas","20","200","Hodgeman County","083","0830",1872,164
"G2000850","Kansas","20","200","Jackson County","085","0850",13249,
"G2000870","Kansas","20","200","Jefferson County","087","0870",18974,
"G2000890","Kansas","20","200","Jewell County","089","0890",2854,
"G2000910","Kansas","20","200","Johnson County","091","0910",597574,
"G2000930","Kansas","20","200","Kearny County","093","0930",3863,
"G2000950","Kansas","20","200","Kingman County","095","0950",7173,
"G2000970","Kansas","20","200","Kiowa County","097","0970",2483,
"G2000990","Kansas","20","200","Labette County","099","0990",19938,
"G2001010","Kansas","20","200","Lane County","101","1010",1523,149
"G2001030","Kansas","20","200","Leavenworth County","103","1030",81499,
"G2001050","Kansas","20","200","Lincoln County","105","1050",3013,
"G2001070","Kansas","20","200","Linn County","107","1070",9687,
"G2001090","Kansas","20","200","Logan County","109","1090",2789,
"G2001110","Kansas","20","200","Lyon County","111","1110",33237,
"G2001150","Kansas","20","200","Marion County","115","1150",11865,
"G2001170","Kansas","20","200","Marshall County","117","1170",9713,
"G2001130","Kansas","20","200","McPherson County","113","1130",28557,
"G2001190","Kansas","20","200","Meade County","119","1190",4120,
"G2001210","Kansas","20","200","Miami County","121","1210",33740,
"G2001230","Kansas","20","200","Mitchell County","123","1230",6053,
"G2001250","Kansas","20","200","Montgomery County","125","1250",32114,
"G2001270","Kansas","20","200","Morris County","127","1270",5551,
"G2001290","Kansas","20","200","Morton County","129","1290",2656,
"G2001310","Kansas","20","200","Nemaha County","131","1310",10109,
"G2001330","Kansas","20","200","Neosho County","133","1330",16008,
"G2001350","Kansas","20","200","Ness County","135","1350",2838,
"G2001370","Kansas","20","200","Norton County","137","1370",5416,
"G2001390","Kansas","20","200","Osage County","139","1390",15855,
"G2001410","Kansas","20","200","Osborne County","141","1410",3494,
"G2001430","Kansas","20","200","Ottawa County","143","1430",5776,
"G2001450","Kansas","20","200","Pawnee County","145","1450",6539,
"G2001470","Kansas","20","200","Phillips County","147","1470",5297,
"G2001490","Kansas","20","200","Pottawatomie County","149","1490",24203,
"G2001510","Kansas","20","200","Pratt County","151","1510",9324,
"G2001530","Kansas","20","200","Rawlins County","153","1530",2490,
"G2001550","Kansas","20","200","Reno County","155","1550",62421,
"G2001570","Kansas","20","200","Republic County","157","1570",4607,
"G2001590","Kansas","20","200","Rice County","159","1590",9532,
"G2001610","Kansas","20","200","Riley County","161","1610",74059,
"G2001630","Kansas","20","200","Rooks County","163","1630",4985,
"G2001650","Kansas","20","200","Rush County","165","1650",2953,164
"G2001670","Kansas","20","200","Russell County","167","1670",6896,
"G2001690","Kansas","20","200","Saline County","169","1690",54384,
"G2001710","Kansas","20","200","Scott County","171","1710",4893,
"G2001730","Kansas","20","200","Sedgwick County","173","1730",515416,
"G2001750","Kansas","20","200","Seward County","175","1750",21902,
"G2001770","Kansas","20","200","Shawnee County","177","1770",177293,
"G2001790","Kansas","20","200","Sheridan County","179","1790",2515,
"G2001810","Kansas","20","200","Sherman County","181","1810",5904,
"G2001830","Kansas","20","200","Smith County","183","1830",3594,
"G2001850","Kansas","20","200","Stafford County","185","1850",4125,
"G2001870","Kansas","20","200","Stanton County","187","1870",2030,
"G2001890","Kansas","20","200","Stevens County","189","1890",5498,
"G2001910","Kansas","20","200","Sumner County","191","1910",22928,
"G2001930","Kansas","20","200","Thomas County","193","1930",7748,
"G2001950","Kansas","20","200","Trego County","195","1950",2802,
"G2001970","Kansas","20","200","Wabaunsee County","197","1970",6877,
"G2001990","Kansas","20","200","Wallace County","199","1990",1583,119
"G2002010","Kansas","20","200","Washington County","201","2010",5474,
"G2002030","Kansas","20","200","Wichita County","203","2030",2112,
"G2002050","Kansas","20","200","Wilson County","205","2050",8600,
"G2002070","Kansas","20","200","Woodson County","207","2070",3117,
"G2002090","Kansas","20","200","Wyandotte County","209","2090",165447,
"G2100010","Kentucky","21","210","Adair County","001","0010",19366,
"G2100030","Kentucky","21","210","Allen County","003","0030",21065,
"G2100050","Kentucky","21","210","Anderson County","005","0050",22580,
"G2100070","Kentucky","21","210","Ballard County","007","0070",7914,
"G2100090","Kentucky","21","210","Barren County","009","0090",44026,
"G2100110","Kentucky","21","210","Bath County","011","0110",12421,
"G2100130","Kentucky","21","210","Bell County","013","0130",26426,
"G2100150","Kentucky","21","210","Boone County","015","0150",132368,
"G2100170","Kentucky","21","210","Bourbon County","017","0170",19998,
"G2100190","Kentucky","21","210","Boyd County","019","0190",47361,
"G2100210","Kentucky","21","210","Boyle County","021","0210",30090,
"G2100230","Kentucky","21","210","Bracken County","023","0230",8308,
"G2100250","Kentucky","21","210","Breathitt County","025","0250",12802,
"G2100270","Kentucky","21","210","Breckinridge County","027","0270",20283,
"G2100290","Kentucky","21","210","Bullitt County","029","0290",80921,
"G2100310","Kentucky","21","210","Butler County","031","0310",12756,
"G2100330","Kentucky","21","210","Caldwell County","033","0330",12679,
"G2100350","Kentucky","21","210","Calloway County","035","0350",38991,
"G2100370","Kentucky","21","210","Campbell County","037","0370",93608,
"G2100390","Kentucky","21","210","Carlisle County","039","0390",4738,
"G2100410","Kentucky","21","210","Carroll County","041","0410",10691,
"G2100430","Kentucky","21","210","Carter County","043","0430",26976,
"G2100450","Kentucky","21","210","Casey County","045","0450",15968,
"G2100470","Kentucky","21","210","Christian County","047","0470",71470,
"G2100490","Kentucky","21","210","Clark County","049","0490",36152,
"G2100510","Kentucky","21","210","Clay County","051","0510",20110,
"G2100530","Kentucky","21","210","Clinton County","053","0530",10175,
"G2100550","Kentucky","21","210","Crittenden County","055","0550",8940,
"G2100570","Kentucky","21","210","Cumberland County","057","0570",6660,
"G2100590","Kentucky","21","210","Daviess County","059","0590",101001,
"G2100610","Kentucky","21","210","Edmonson County","061","0610",12195,
"G2100630","Kentucky","21","210","Elliott County","063","0630",7461,
"G2100650","Kentucky","21","210","Estill County","065","0650",14187,
"G2100670","Kentucky","21","210","Fayette County","067","0670",322200,
"G2100690","Kentucky","21","210","Fleming County","069","0690",14519,
"G2100710","Kentucky","21","210","Floyd County","071","0710",35931,
"G2100730","Kentucky","21","210","Franklin County","073","0730",50744,
"G2100750","Kentucky","21","210","Fulton County","075","0750",6064,
"G2100770","Kentucky","21","210","Gallatin County","077","0770",8760,
"G2100790","Kentucky","21","210","Garrard County","079","0790",17554,
"G2100810","Kentucky","21","210","Grant County","081","0810",25107,
"G2100830","Kentucky","21","210","Graves County","083","0830",37125,
"G2100850","Kentucky","21","210","Grayson County","085","0850",26313,
"G2100870","Kentucky","21","210","Green County","087","0870",11000,
"G2100890","Kentucky","21","210","Greenup County","089","0890",35359,
"G2100910","Kentucky","21","210","Hancock County","091","0910",8748,
"G2100930","Kentucky","21","210","Hardin County","093","0930",109627,
"G2100950","Kentucky","21","210","Harlan County","095","0950",26307,
"G2100970","Kentucky","21","210","Harrison County","097","0970",18763,
"G2100990","Kentucky","21","210","Hart County","099","0990",18833,
"G2101010","Kentucky","21","210","Henderson County","101","1010",45550,
"G2101030","Kentucky","21","210","Henry County","103","1030",15999,
"G2101050","Kentucky","21","210","Hickman County","105","1050",4461,
"G2101070","Kentucky","21","210","Hopkins County","107","1070",45044,
"G2101090","Kentucky","21","210","Jackson County","109","1090",13368,
"G2101110","Kentucky","21","210","Jefferson County","111","1110",768419,
"G2101130","Kentucky","21","210","Jessamine County","113","1130",53476,
"G2101150","Kentucky","21","210","Johnson County","115","1150",22427,
"G2101170","Kentucky","21","210","Kenton County","117","1170",166552,
"G2101190","Kentucky","21","210","Knott County","119","1190",15041,
"G2101210","Kentucky","21","210","Knox County","121","1210",31288,
"G2101230","Kentucky","21","210","Larue County","123","1230",14269,
"G2101250","Kentucky","21","210","Laurel County","125","1250",60631,
"G2101270","Kentucky","21","210","Lawrence County","127","1270",15604,
"G2101290","Kentucky","21","210","Lee County","129","1290",7088,
"G2101310","Kentucky","21","210","Leslie County","131","1310",10081,
"G2101330","Kentucky","21","210","Letcher County","133","1330",21936,
"G2101350","Kentucky","21","210","Lewis County","135","1350",13345,
"G2101370","Kentucky","21","210","Lincoln County","137","1370",24493,
"G2101390","Kentucky","21","210","Livingston County","139","1390",9172,
"G2101410","Kentucky","21","210","Logan County","141","1410",27049,
"G2101430","Kentucky","21","210","Lyon County","143","1430",8226,
"G2101510","Kentucky","21","210","Madison County","151","1510",92090,
"G2101530","Kentucky","21","210","Magoffin County","153","1530",12346,
"G2101550","Kentucky","21","210","Marion County","155","1550",19257,
"G2101570","Kentucky","21","210","Marshall County","157","1570",31225,
"G2101590","Kentucky","21","210","Martin County","159","1590",11421,
"G2101610","Kentucky","21","210","Mason County","161","1610",17122,
"G2101450","Kentucky","21","210","McCracken County","145","1450",65485,
"G2101470","Kentucky","21","210","McCreary County","147","1470",17333,
"G2101490","Kentucky","21","210","McLean County","149","1490",9202,
"G2101630","Kentucky","21","210","Meade County","163","1630",28379,
"G2101650","Kentucky","21","210","Menifee County","165","1650",6463,
"G2101670","Kentucky","21","210","Mercer County","167","1670",21690,
"G2101690","Kentucky","21","210","Metcalfe County","169","1690",10062,
"G2101710","Kentucky","21","210","Monroe County","171","1710",10616,
"G2101730","Kentucky","21","210","Montgomery County","173","1730",28042,
"G2101750","Kentucky","21","210","Morgan County","175","1750",13270,
"G2101770","Kentucky","21","210","Muhlenberg County","177","1770",30815,
"G2101790","Kentucky","21","210","Nelson County","179","1790",45915,
"G2101810","Kentucky","21","210","Nicholas County","181","1810",7189,
"G2101830","Kentucky","21","210","Ohio County","183","1830",24081,
"G2101850","Kentucky","21","210","Oldham County","185","1850",66508,
"G2101870","Kentucky","21","210","Owen County","187","1870",10847,
"G2101890","Kentucky","21","210","Owsley County","189","1890",4416,
"G2101910","Kentucky","21","210","Pendleton County","191","1910",14587,
"G2101930","Kentucky","21","210","Perry County","193","1930",26266,
"G2101950","Kentucky","21","210","Pike County","195","1950",58595,
"G2101970","Kentucky","21","210","Powell County","197","1970",12283,
"G2101990","Kentucky","21","210","Pulaski County","199","1990",64789,
"G2102010","Kentucky","21","210","Robertson County","201","2010",2139,
"G2102030","Kentucky","21","210","Rockcastle County","203","2030",16795,
"G2102050","Kentucky","21","210","Rowan County","205","2050",24534,
"G2102070","Kentucky","21","210","Russell County","207","2070",17846,
"G2102090","Kentucky","21","210","Scott County","209","2090",55961,
"G2102110","Kentucky","21","210","Shelby County","211","2110",48100,
"G2102130","Kentucky","21","210","Simpson County","213","2130",18319,
"G2102150","Kentucky","21","210","Spencer County","215","2150",18945,
"G2102170","Kentucky","21","210","Taylor County","217","2170",25572,
"G2102190","Kentucky","21","210","Todd County","219","2190",12334,
"G2102210","Kentucky","21","210","Trigg County","221","2210",14569,
"G2102230","Kentucky","21","210","Trimble County","223","2230",8528,
"G2102250","Kentucky","21","210","Union County","225","2250",14582,
"G2102270","Kentucky","21","210","Warren County","227","2270",130836,
"G2102290","Kentucky","21","210","Washington County","229","2290",12044,
"G2102310","Kentucky","21","210","Wayne County","231","2310",20447,
"G2102330","Kentucky","21","210","Webster County","233","2330",13021,
"G2102350","Kentucky","21","210","Whitley County","235","2350",36252,
"G2102370","Kentucky","21","210","Wolfe County","237","2370",7188,
"G2102390","Kentucky","21","210","Woodford County","239","2390",26486,
"G2200010","Louisiana","22","220","Acadia Parish","001","0010",62371,
"G2200030","Louisiana","22","220","Allen Parish","003","0030",25572,
"G2200050","Louisiana","22","220","Ascension Parish","005","0050",125061,
"G2200070","Louisiana","22","220","Assumption Parish","007","0070",22236,
"G2200090","Louisiana","22","220","Avoyelles Parish","009","0090",40465,
"G2200110","Louisiana","22","220","Beauregard Parish","011","0110",37387,
"G2200130","Louisiana","22","220","Bienville Parish","013","0130",13391,
"G2200150","Louisiana","22","220","Bossier Parish","015","0150",126952,
"G2200170","Louisiana","22","220","Caddo Parish","017","0170",243243,
"G2200190","Louisiana","22","220","Calcasieu Parish","019","0190",202858,
"G2200210","Louisiana","22","220","Caldwell Parish","021","0210",9959,
"G2200230","Louisiana","22","220","Cameron Parish","023","0230",6963,
"G2200250","Louisiana","22","220","Catahoula Parish","025","0250",9586,
"G2200270","Louisiana","22","220","Claiborne Parish","027","0270",15854,
"G2200290","Louisiana","22","220","Concordia Parish","029","0290",19533,
"G2200310","Louisiana","22","220","De Soto Parish","031","0310",27395,
"G2200330","Louisiana","22","220","East Baton Rouge Parish","033","0330",443158,
"G2200350","Louisiana","22","220","East Carroll Parish","035","0350",6947,
"G2200370","Louisiana","22","220","East Feliciana Parish","037","0370",19228,
"G2200390","Louisiana","22","220","Evangeline Parish","039","0390",33491,
"G2200410","Louisiana","22","220","Franklin Parish","041","0410",20109,
"G2200430","Louisiana","22","220","Grant Parish","043","0430",22339,
"G2200450","Louisiana","22","220","Iberia Parish","045","0450",70763,
"G2200470","Louisiana","22","220","Iberville Parish","047","0470",32626,
"G2200490","Louisiana","22","220","Jackson Parish","049","0490",15822,
"G2200530","Louisiana","22","220","Jefferson Davis Parish","053","0530",31425,
"G2200510","Louisiana","22","220","Jefferson Parish","051","0510",434903,
"G2200550","Louisiana","22","220","Lafayette Parish","055","0550",243692,
"G2200570","Louisiana","22","220","Lafourche Parish","057","0570",97980,63
"G2200590","Louisiana","22","220","LaSalle Parish","059","0590",14950,
"G2200610","Louisiana","22","220","Lincoln Parish","061","0610",47118,
"G2200630","Louisiana","22","220","Livingston Parish","063","0630",140524,
"G2200650","Louisiana","22","220","Madison Parish","065","0650",11137,
"G2200670","Louisiana","22","220","Morehouse Parish","067","0670",25189,
"G2200690","Louisiana","22","220","Natchitoches Parish","069","0690",38505,
"G2200710","Louisiana","22","220","Orleans Parish","071","0710",391249,
"G2200730","Louisiana","22","220","Ouachita Parish","073","0730",154679,
"G2200750","Louisiana","22","220","Plaquemines Parish","075","0750",23305,
"G2200770","Louisiana","22","220","Pointe Coupee Parish","077","0770",21883,
"G2200790","Louisiana","22","220","Rapides Parish","079","0790",130376,
"G2200810","Louisiana","22","220","Red River Parish","081","0810",8462,
"G2200830","Louisiana","22","220","Richland Parish","083","0830",20251,
"G2200850","Louisiana","22","220","Sabine Parish","085","0850",23915,
"G2200870","Louisiana","22","220","St. Bernard Parish","087","0870",46694,
"G2200890","Louisiana","22","220","St. Charles Parish","089","0890",52856,
"G2200910","Louisiana","22","220","St. Helena Parish","091","0910",10227,
"G2200930","Louisiana","22","220","St. James Parish","093","0930",21142,
"G2200950","Louisiana","22","220","St. John the Baptist Parish","095","0950",43055,
"G2200970","Louisiana","22","220","St. Landry Parish","097","0970",82786,
"G2200990","Louisiana","22","220","St. Martin Parish","099","0990",53607,
"G2201010","Louisiana","22","220","St. Mary Parish","101","1010",50020,
"G2201030","Louisiana","22","220","St. Tammany Parish","103","1030",258447,
"G2201050","Louisiana","22","220","Tangipahoa Parish","105","1050",133753,
"G2201070","Louisiana","22","220","Tensas Parish","107","1070",4435,
"G2201090","Louisiana","22","220","Terrebonne Parish","109","1090",111297,63
"G2201110","Louisiana","22","220","Union Parish","111","1110",22270,
"G2201130","Louisiana","22","220","Vermilion Parish","113","1130",59787,
"G2201150","Louisiana","22","220","Vernon Parish","115","1150",49315,
"G2201170","Louisiana","22","220","Washington Parish","117","1170",46325,
"G2201190","Louisiana","22","220","Webster Parish","119","1190",38813,
"G2201210","Louisiana","22","220","West Baton Rouge Parish","121","1210",26395,
"G2201230","Louisiana","22","220","West Carroll Parish","123","1230",10934,
"G2201250","Louisiana","22","220","West Feliciana Parish","125","1250",15441,
"G2201270","Louisiana","22","220","Winn Parish","127","1270",14165,
"G2300010","Maine","23","230","Androscoggin County","001","0010",107958,
"G2300030","Maine","23","230","Aroostook County","003","0030",67431,
"G2300050","Maine","23","230","Cumberland County","005","0050",294520,
"G2300070","Maine","23","230","Franklin County","007","0070",29933,
"G2300090","Maine","23","230","Hancock County","009","0090",54832,
"G2300110","Maine","23","230","Kennebec County","011","0110",122158,
"G2300130","Maine","23","230","Knox County","013","0130",39809,
"G2300150","Maine","23","230","Lincoln County","015","0150",34415,
"G2300170","Maine","23","230","Oxford County","017","0170",57741,
"G2300190","Maine","23","230","Penobscot County","019","0190",151696,
"G2300210","Maine","23","230","Piscataquis County","021","0210",16864,
"G2300230","Maine","23","230","Sagadahoc County","023","0230",35720,
"G2300250","Maine","23","230","Somerset County","025","0250",50573,
"G2300270","Maine","23","230","Waldo County","027","0270",39723,
"G2300290","Maine","23","230","Washington County","029","0290",31378,
"G2300310","Maine","23","230","York County","031","0310",206074,
"G2400010","Maryland","24","240","Allegany County","001","0010",71002,
"G2400030","Maryland","24","240","Anne Arundel County","003","0030",575421,
"G2405100","Maryland","24","240","Baltimore city","510","5100",602274,
"G2400050","Maryland","24","240","Baltimore County","005","0050",828193,
"G2400090","Maryland","24","240","Calvert County","009","0090",92094,
"G2400110","Maryland","24","240","Caroline County","011","0110",33260,
"G2400130","Maryland","24","240","Carroll County","013","0130",168233,
"G2400150","Maryland","24","240","Cecil County","015","0150",102889,
"G2400170","Maryland","24","240","Charles County","017","0170",161448,
"G2400190","Maryland","24","240","Dorchester County","019","0190",31994,
"G2400210","Maryland","24","240","Frederick County","021","0210",255955,
"G2400230","Maryland","24","240","Garrett County","023","0230",29155,
"G2400250","Maryland","24","240","Harford County","025","0250",253736,
"G2400270","Maryland","24","240","Howard County","027","0270",322407,
"G2400290","Maryland","24","240","Kent County","029","0290",19456,
"G2400310","Maryland","24","240","Montgomery County","031","0310",1047661,
"G2400330","Maryland","24","240","Prince George's County","033","0330",910551,
"G2400350","Maryland","24","240","Queen Anne's County","035","0350",50163,
"G2400390","Maryland","24","240","Somerset County","039","0390",25699,
"G2400370","Maryland","24","240","St. Mary's County","037","0370",113182,
"G2400410","Maryland","24","240","Talbot County","041","0410",37087,
"G2400430","Maryland","24","240","Washington County","043","0430",150575,
"G2400450","Maryland","24","240","Wicomico County","045","0450",103222,
"G2400470","Maryland","24","240","Worcester County","047","0470",51967,
"G2500010","Massachusetts","25","250","Barnstable County","001","0010",213505,
"G2500030","Massachusetts","25","250","Berkshire County","003","0030",125927,
"G2500050","Massachusetts","25","250","Bristol County","005","0050",563301,
"G2500070","Massachusetts","25","250","Dukes County","007","0070",17430,
"G2500090","Massachusetts","25","250","Essex County","009","0090",787038,
"G2500110","Massachusetts","25","250","Franklin County","011","0110",70529,
"G2500130","Massachusetts","25","250","Hampden County","013","0130",466647,
"G2500150","Massachusetts","25","250","Hampshire County","015","0150",161361,
"G2500170","Massachusetts","25","250","Middlesex County","017","0170",1605899,
"G2500190","Massachusetts","25","250","Nantucket County","019","0190",11212,
"G2500210","Massachusetts","25","250","Norfolk County","021","0210",703740,
"G2500230","Massachusetts","25","250","Plymouth County","023","0230",518597,
"G2500250","Massachusetts","25","250","Suffolk County","025","0250",801162,
"G2500270","Massachusetts","25","250","Worcester County","027","0270",826655,
"G2600010","Michigan","26","260","Alcona County","001","0010",10396,
"G2600030","Michigan","26","260","Alger County","003","0030",9098,
"G2600050","Michigan","26","260","Allegan County","005","0050",117104,
"G2600070","Michigan","26","260","Alpena County","007","0070",28431,
"G2600090","Michigan","26","260","Antrim County","009","0090",23301,
"G2600110","Michigan","26","260","Arenac County","011","0110",15013,
"G2600130","Michigan","26","260","Baraga County","013","0130",8337,
"G2600150","Michigan","26","260","Barry County","015","0150",61045,
"G2600170","Michigan","26","260","Bay County","017","0170",103506,
"G2600190","Michigan","26","260","Benzie County","019","0190",17703,
"G2600210","Michigan","26","260","Berrien County","021","0210",153797,
"G2600230","Michigan","26","260","Branch County","023","0230",43428,
"G2600250","Michigan","26","260","Calhoun County","025","0250",133943,
"G2600270","Michigan","26","260","Cass County","027","0270",51613,
"G2600290","Michigan","26","260","Charlevoix County","029","0290",26197,
"G2600310","Michigan","26","260","Cheboygan County","031","0310",25435,
"G2600330","Michigan","26","260","Chippewa County","033","0330",37418,
"G2600350","Michigan","26","260","Clare County","035","0350",30655,
"G2600370","Michigan","26","260","Clinton County","037","0370",78957,
"G2600390","Michigan","26","260","Crawford County","039","0390",13904,
"G2600410","Michigan","26","260","Delta County","041","0410",35874,
"G2600430","Michigan","26","260","Dickinson County","043","0430",25373,
"G2600450","Michigan","26","260","Eaton County","045","0450",109730,
"G2600470","Michigan","26","260","Emmet County","047","0470",33175,
"G2600490","Michigan","26","260","Genesee County","049","0490",406770,
"G2600510","Michigan","26","260","Gladwin County","051","0510",25312,
"G2600530","Michigan","26","260","Gogebic County","053","0530",14715,
"G2600550","Michigan","26","260","Grand Traverse County","055","0550",92640,
"G2600570","Michigan","26","260","Gratiot County","057","0570",40692,
"G2600590","Michigan","26","260","Hillsdale County","059","0590",45707,
"G2600610","Michigan","26","260","Houghton County","061","0610",35890,
"G2600630","Michigan","26","260","Huron County","063","0630",31105,
"G2600650","Michigan","26","260","Ingham County","065","0650",290923,
"G2600670","Michigan","26","260","Ionia County","067","0670",64401,
"G2600690","Michigan","26","260","Iosco County","069","0690",25213,
"G2600710","Michigan","26","260","Iron County","071","0710",11099,
"G2600730","Michigan","26","260","Isabella County","073","0730",70363,
"G2600750","Michigan","26","260","Jackson County","075","0750",158174,
"G2600770","Michigan","26","260","Kalamazoo County","077","0770",264322,
"G2600790","Michigan","26","260","Kalkaska County","079","0790",17725,
"G2600810","Michigan","26","260","Kent County","081","0810",652617,
"G2600830","Michigan","26","260","Keweenaw County","083","0830",2102,
"G2600850","Michigan","26","260","Lake County","085","0850",11805,
"G2600870","Michigan","26","260","Lapeer County","087","0870",87975,
"G2600890","Michigan","26","260","Leelanau County","089","0890",21649,
"G2600910","Michigan","26","260","Lenawee County","091","0910",98310,
"G2600930","Michigan","26","260","Livingston County","093","0930",190832,
"G2600950","Michigan","26","260","Luce County","095","0950",6286,
"G2600970","Michigan","26","260","Mackinac County","097","0970",10781,
"G2600990","Michigan","26","260","Macomb County","099","0990",870893,
"G2601010","Michigan","26","260","Manistee County","101","1010",24539,
"G2601030","Michigan","26","260","Marquette County","103","1030",66403,
"G2601050","Michigan","26","260","Mason County","105","1050",29062,
"G2601070","Michigan","26","260","Mecosta County","107","1070",43481,
"G2601090","Michigan","26","260","Menominee County","109","1090",22902,
